username,name,location,company,bio,total_repos,total_stars_received,total_forks_received,avg_stars_per_repo,account_age_days,repos_per_year,followers,following,follower_ratio,h_index,impact_score,primary_languages,language_diversity,industries_served,primary_industry,has_readme_pct,has_license_pct,total_open_issues,days_since_last_push,is_active
mabelolivera10,,,,,20,74,13,3.7,1,7305.0,0,0,0,5,100,"CSS, JavaScript, HTML",3,4,J,0.0,0.0,0,436.0,False
devaige,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
mriscoc,,,,,5,137,11,27.4,1,1826.25,0,0,0,3,159,"Smali, C, C++",3,1,C,0.0,1.0,0,17.0,True
apholdings,,,,,22,257,43,11.681818181818182,1,8035.5,0,0,0,9,343,"Python, JavaScript, TypeScript",4,4,J,0.0,0.22727272727272727,1,397.0,False
joelibaceta,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
CodigoEstudiante,,,,,13,90,20,6.923076923076923,1,4748.25,0,0,0,6,130,"C#, JavaScript, TypeScript",4,4,J,0.0,0.6923076923076923,0,466.0,False
goandreus,,,,,1,4,0,4.0,1,365.25,0,0,0,1,4,Dart,1,1,J,0.0,0.0,0,1879.0,False
csaybar,,,,,3,24,3,8.0,1,1095.75,0,0,0,3,30,"R, Python",2,1,M,0.0,0.6666666666666666,8,363.0,False
emedinaa,,,,,2,12,1,6.0,1,730.5,0,0,0,2,14,Kotlin,1,1,J,0.0,0.0,0,1004.0,False
dcajasn,,,,,4,3834,615,958.5,1,1461.0,0,0,0,4,5064,"C++, Jupyter Notebook",2,3,K,0.0,0.5,0,8.0,True
Franklin369,,,,,11,52,13,4.7272727272727275,1,4017.75,0,0,0,4,78,JavaScript,1,4,G,0.0,0.0,0,713.0,False
carlosal1015,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
BracoZS,,,,,5,26,3,5.2,1,1826.25,0,0,0,4,32,"C#, HTML, Astro",3,1,J,0.0,1.0,0,3.0,True
gustarting,,,,,3,14,0,4.666666666666667,1,1095.75,0,0,0,3,14,TypeScript,1,1,J,0.0,0.0,0,347.0,False
marco-soria,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
gianbdev,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
luismayta,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
JkDevArg,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Python,1,1,J,0.0,0.0,0,596.0,False
gcoronelc,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Java,1,1,P,0.0,0.0,0,113.0,False
jorgemunozl,,,,,16,122,6,7.625,1,5844.0,0,0,0,7,134,"Jupyter Notebook, Python, Shell",6,3,M,0.0,0.1875,41,2.0,True
Anders87x,,,,,5,20,5,4.0,1,1826.25,0,0,0,3,30,"PHP, C++, JavaScript",3,2,J,0.0,0.0,1,871.0,False
ivandevp,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Rimac-Seguros,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ambarja,,,,,1,16,2,16.0,1,365.25,0,0,0,1,20,R,1,1,M,0.0,1.0,4,4.0,True
Railly,,,,,2,17,0,8.5,1,730.5,0,0,0,2,17,"TypeScript, Astro",2,2,P,0.0,0.5,0,0.0,True
brian-emarquez,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
yaperos,,,,,1,17,507,17.0,1,365.25,0,0,0,1,1031,,0,1,J,0.0,0.0,71,575.0,False
marsam,,,,,1,3,2,3.0,1,365.25,0,0,0,1,7,Nix,1,1,J,0.0,1.0,2,0.0,True
KattyaCuevas,,,,,3,10,6,3.3333333333333335,1,1095.75,0,0,0,3,22,Ruby,1,2,J,0.0,0.3333333333333333,6,41.0,True
alexmarinmendez,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
avelasquezn,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
WelsTheory,,,,,2,44,7,22.0,1,730.5,0,0,0,2,58,"Assembly, C",2,1,C,0.0,0.5,0,890.0,False
jmcastagnetto,,,,,5,88,23,17.6,1,1826.25,0,0,0,4,134,"R, TeX",2,4,O,0.0,1.0,0,789.0,False
wajahat-ali-mir-dev,,,,,5,21,1,4.2,1,1826.25,0,0,0,3,23,"Python, JavaScript, HTML",3,2,J,0.0,0.4,1,34.0,True
marcelo-earth,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,,0,1,M,0.0,0.0,1,283.0,False
bjrmatos,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jansanchez,,,,,5,17,2,3.4,1,1826.25,0,0,0,3,21,"Makefile, Shell, JavaScript",4,1,J,0.0,0.4,0,2636.0,False
santiagourdaneta,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
mario21ic,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,,0,1,J,0.0,1.0,0,183.0,False
JuanAlva,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
JoseMascaros,,,,,1,7,9,7.0,1,365.25,0,0,0,1,25,C++,1,1,P,0.0,0.0,0,1352.0,False
ljporras,,,,,4,48,13,12.0,1,1461.0,0,0,0,3,74,Stata,1,3,Q,0.0,0.0,0,115.0,False
DataEngineering-LATAM,,,,,6,175,64,29.166666666666668,1,2191.5,0,0,0,6,303,"Jupyter Notebook, Python",2,3,M,0.0,0.0,0,801.0,False
jesulink2514,,,,,3,14,3,4.666666666666667,1,1095.75,0,0,0,3,20,"C#, TypeScript",2,1,J,0.0,0.0,1,1207.0,False
erickorlando,,,,,7,42,5,6.0,1,2556.75,0,0,0,3,52,C#,1,4,G,0.0,0.42857142857142855,0,187.0,False
crafter-station,,,,,11,64,6,5.818181818181818,1,4017.75,0,0,0,5,76,"TypeScript, CSS",2,3,J,0.0,0.0,22,0.0,True
geraldmoreno993,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
CodigoCristo,,,,,8,352,82,44.0,1,2922.0,0,0,0,5,516,"C, Shell, HTML",4,1,J,0.0,0.0,10,1.0,True
giancorzo,,,,,1,5,0,5.0,1,365.25,0,0,0,1,5,CSS,1,1,J,0.0,0.0,0,3239.0,False
aghersidev,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
GorkyFlorez,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ghondar,,,,,1,74,27,74.0,1,365.25,0,0,0,1,128,Python,1,1,J,0.0,0.0,0,192.0,False
jhony-v,,,,,1,7,0,7.0,1,365.25,0,0,0,1,7,,0,1,J,0.0,0.0,0,498.0,False
lavaldi,,,,,2,6,2,3.0,1,730.5,0,0,0,2,10,JavaScript,1,1,J,0.0,0.0,0,1431.0,False
gustavojoaquin,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
rogergcc,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
diegotc86,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
merunga,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
raymi-sm,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
romelgomez,,,,,1,3,1,3.0,1,365.25,0,0,0,1,5,JavaScript,1,1,J,0.0,0.0,0,55.0,True
MistyBlunch,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Dedal0,,,,,1,3,5,3.0,1,365.25,0,0,0,1,13,CSS,1,1,J,0.0,0.0,0,4366.0,False
gflores1092,,,,,1,3,3,3.0,1,365.25,0,0,0,1,9,TeX,1,1,M,0.0,0.0,0,250.0,False
lalogf,,,,,1,3,1,3.0,1,365.25,0,0,0,1,5,,0,1,P,0.0,0.0,0,3078.0,False
Hydroenvironment,,,,,7,74,45,10.571428571428571,1,2556.75,0,0,0,5,164,"R, Python, JavaScript",3,3,M,0.0,0.5714285714285714,1,827.0,False
storres20,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,,0,1,M,0.0,0.0,0,1164.0,False
PCPUNMSM,,,,,8,160,56,20.0,1,2922.0,0,0,0,6,272,"Jupyter Notebook, HTML",2,3,M,0.0,0.25,15,1059.0,False
CarlosIgreda,,,,,16,252,3,15.75,1,5844.0,0,0,0,12,258,"JavaScript, CSS, HTML",3,3,J,0.0,0.875,2,1008.0,False
Jeyderht,,,,,4,177,65,44.25,1,1461.0,0,0,0,3,307,C#,1,1,J,0.0,0.0,1,1450.0,False
JosephLlacchua,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Java,1,1,P,0.0,0.0,0,309.0,False
marvinjoel,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
rubenpazch,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Ruby,1,1,J,0.0,1.0,0,186.0,False
Jose-pe,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
adagio,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
edutrul,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
sheylaPozo,,,,,8,26,0,3.25,1,2922.0,0,0,0,3,26,Ruby,1,4,J,0.0,0.75,0,1562.0,False
john-caballero,,,,,6,26,40,4.333333333333333,1,2191.5,0,0,0,4,106,"Jupyter Notebook, Python",2,4,M,0.0,0.0,1,189.0,False
SanAndr3,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
xenda,,,,,1,3,1,3.0,1,365.25,0,0,0,1,5,Ruby,1,1,R,0.0,0.0,0,4793.0,False
RogerNatividad,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
rafaesc,,,,,3,162,36,54.0,1,1095.75,0,0,0,3,234,"TypeScript, Vue",2,2,J,0.0,0.3333333333333333,3,2825.0,False
ArturoDeza,,,,,6,81,10,13.5,1,2191.5,0,0,0,5,101,"Matlab, Python, Lua",4,1,M,0.0,0.6666666666666666,2,1713.0,False
no6data,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
juaneladio,,,,,4,102,118,25.5,1,1461.0,0,0,0,4,338,"HTML, PHP, JavaScript",3,3,H,0.0,1.0,7,1169.0,False
gnrfan,,,,,4,34,32,8.5,1,1461.0,0,0,0,4,98,Python,1,2,J,0.0,1.0,4,2451.0,False
robintux,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
GeomarPerales,,,,,5,26,2,5.2,1,1826.25,0,0,0,4,30,"R, Python, MATLAB",3,2,E,0.0,0.8,0,295.0,False
lgcarlinf,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Open-Sec,,,,,2,19,11,9.5,1,730.5,0,0,0,2,41,,0,2,O,0.0,1.0,0,510.0,False
olanaso,,,,,1,10,1,10.0,1,365.25,0,0,0,1,12,JavaScript,1,1,F,0.0,0.0,1,1049.0,False
CS2031-DBP,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
CoreyKaylor,,,,,5,489,101,97.8,1,1826.25,0,0,0,4,691,"C#, Lua, Go",3,1,J,0.0,0.8,3,52.0,True
JoshDev1205,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ederivero,,,,,3,10,5,3.3333333333333335,1,1095.75,0,0,0,3,20,,0,2,P,0.0,0.0,0,1107.0,False
jamesrhurtado,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Vue,1,1,K,0.0,0.0,0,1207.0,False
yusshu,,,,,2,6,0,3.0,1,730.5,0,0,0,2,6,"JavaScript, Java",2,1,J,0.0,0.5,0,892.0,False
ernestcr,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
xavimondev,,,,,13,400,39,30.76923076923077,1,4748.25,0,0,0,8,478,"TypeScript, Svelte, JavaScript",3,4,J,0.0,0.6923076923076923,1,49.0,True
jonathanchaveze,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Grazen0,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
carlosgub,,,,,6,83,9,13.833333333333334,1,2191.5,0,0,0,5,101,"Kotlin, HTML",2,3,J,0.0,0.6666666666666666,2,20.0,True
JulianB0315,,,,,6,28,2,4.666666666666667,1,2191.5,0,0,0,4,32,"Python, Java, HTML",4,5,J,0.0,0.5,0,0.0,True
defunkydrummer,,,,,8,199,19,24.875,1,2922.0,0,0,0,6,237,Common Lisp,1,3,J,0.0,0.75,11,1375.0,False
bralegz,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
pablodz,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Go,1,1,J,0.0,1.0,0,65.0,True
edwinpgm,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Dav082004,,,,,3,10,23,3.3333333333333335,1,1095.75,0,0,0,3,56,"JavaScript, HTML",2,1,J,0.0,1.0,4,106.0,False
neunapp,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
KatashiFukushima,,,,,1,59,33,59.0,1,365.25,0,0,0,1,125,JavaScript,1,1,J,0.0,0.0,4,10.0,True
juliocesardw,,,,,3,20,15,6.666666666666667,1,1095.75,0,0,0,3,50,"HTML, JavaScript",2,2,G,0.0,0.0,1,837.0,False
OVarLaz,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
raul782,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ManuelLoaizaV,,,,,3,23,50,7.666666666666667,1,1095.75,0,0,0,3,123,"Python, C++",2,2,P,0.0,0.0,64,254.0,False
Oxicode,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ytarazona,,,,,5,232,28,46.4,1,1826.25,0,0,0,5,288,"R, Python, Jupyter Notebook",3,2,A,0.0,0.8,1,479.0,False
macespinoza,,,,,6,70,39,11.666666666666666,1,2191.5,0,0,0,5,148,"Jupyter Notebook, Python, TypeScript",4,3,J,0.0,0.0,0,66.0,True
KenyiGM,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
juanpablocs,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
rrivas-utec,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
nelson6e65,,,,,1,3,3,3.0,1,365.25,0,0,0,1,9,TypeScript,1,1,I,0.0,1.0,2,564.0,False
heygonzalocaira,,,,,2,209,56,104.5,1,730.5,0,0,0,2,321,Dart,1,2,M,0.0,1.0,1,1619.0,False
RuthSalvador,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jchavezlavalle,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Ryzeon,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
elbereth,,,,,6,281,108,46.833333333333336,1,2191.5,0,0,0,4,497,"Pascal, PHP, JavaScript",3,2,K,0.0,0.6666666666666666,134,476.0,False
UTPcursos,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
CriscelyLP,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
2003scott,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
JaimeVirrueta,,,,,1,12,5,12.0,1,365.25,0,0,0,1,22,PHP,1,1,J,0.0,0.0,16,1164.0,False
lvaldivia,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
JoanBEnd,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Android-Dev-Peru,,,,,7,75,14,10.714285714285714,1,2556.75,0,0,0,5,103,"HTML, Kotlin",2,3,J,0.0,0.14285714285714285,4,127.0,False
allisonvp,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
PaulGuillen,,,,,6,27,7,4.5,1,2191.5,0,0,0,3,41,"Java, Kotlin, Dart",4,4,J,0.0,0.0,1,392.0,False
geografope,,,,,10,63,12,6.3,1,3652.5,0,0,0,4,87,"Jupyter Notebook, R, HTML",3,2,M,0.0,0.6,0,398.0,False
franciscorosales-marticorena,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
donycisne,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
omarbenites,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
puentesarrin,,,,,3,99,13,33.0,1,1095.75,0,0,0,3,125,Python,1,1,J,0.0,0.3333333333333333,1,1519.0,False
ErickChacon,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
gcavanunez,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
kevins-projects,,,,,1,13,1,13.0,1,365.25,0,0,0,1,15,,0,1,J,0.0,0.0,0,1154.0,False
kandra,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
taldr27,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
hsztan,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
atejada,,,,,1,9,1,9.0,1,365.25,0,0,0,1,11,Python,1,1,J,0.0,1.0,0,525.0,False
EDavidAQ,,,,,1,3,1,3.0,1,365.25,0,0,0,1,5,R,1,1,M,0.0,0.0,0,3161.0,False
javsan77,,,,,1,5,0,5.0,1,365.25,0,0,0,1,5,JavaScript,1,1,P,0.0,1.0,0,40.0,True
lcajachahua,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
kennyhorna,,,,,1,8,3,8.0,1,365.25,0,0,0,1,14,CSS,1,1,J,0.0,1.0,29,1165.0,False
VScode,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
xorb,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Alejandro1709,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
wilsonvargas,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
JPachecoZ,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
kevinrodbe,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
healthinnovation,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
paucaro,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
lordksix,,,,,3,14,2,4.666666666666667,1,1095.75,0,0,0,3,18,"TypeScript, Ruby",2,2,R,0.0,1.0,0,879.0,False
jsatch,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jkelvie,,,,,2,6,1,3.0,1,730.5,0,0,0,2,8,JavaScript,1,2,J,0.0,0.5,0,2126.0,False
